# Gait Wearable Sensor Telemetry log
# Format: timestamp_ms, acc_x, acc_y, acc_z
17440,-0.63,11.38,-0.38
17460,-0.62,10.90,-0.41
17480,-0.64,10.37,-0.57
17500,-0.69,9.81,-0.56
17520,-0.66,9.25,-0.45
17540,-0.74,8.72,-0.49
17560,-0.59,8.24,-0.55
17580,-0.41,7.84,-0.40
17600,-0.49,7.55,-0.40
17620,-0.31,7.37,-0.43
17640,-0.02,7.31,-0.45
17660,0.26,7.38,-0.27
17680,0.33,7.58,-0.32
17700,0.49,7.88,-0.31
17720,0.62,8.29,-0.19
17740,0.81,8.77,-0.04
17760,0.88,9.31,-0.05
17780,0.83,15.68,-0.01
17800,0.76,16.68,-0.01
17820,0.84,10.96,0.10
17840,0.67,11.43,0.13
17860,0.37,11.81,0.25
17880,0.46,12.10,0.23
17900,0.30,12.27,0.32
17920,-0.11,12.31,0.27
17940,-0.08,12.22,0.33
17960,-0.33,12.02,0.51
17980,-0.59,11.70,0.42
18000,-0.64,11.28,0.42
18020,-0.82,10.79,0.43
18040,-0.77,10.25,0.48
18060,-0.75,9.68,0.45
18080,-0.80,9.13,0.58
18100,-0.67,8.61,0.55
18120,-0.51,8.14,0.42
18140,-0.56,7.77,0.49
18160,-0.43,7.50,0.36
18180,-0.24,7.34,0.35
18200,0.13,7.31,0.39
18220,0.21,7.41,0.31
18240,0.46,7.63,0.35
18260,0.49,7.97,0.12
18280,0.58,8.39,0.17
18300,0.62,8.89,0.09
18320,0.84,9.43,0.09
18340,0.77,15.74,-0.02
18360,0.90,16.97,-0.07
18380,0.71,11.07,-0.21
18400,0.64,11.52,-0.10
18420,0.43,11.89,-0.16
18440,0.30,12.15,-0.28
18460,0.24,12.29,-0.30
18480,0.05,12.30,-0.45
18500,-0.17,12.19,-0.48
18520,-0.42,11.95,-0.51
18540,-0.65,11.61,-0.45
18560,-0.53,11.18,-0.56
18580,-0.87,10.67,-0.58
18600,-0.75,10.12,-0.47
18620,-0.77,9.56,-0.47
18640,-0.61,9.01,-0.55
18660,-0.62,8.50,-0.41
18680,-0.57,8.05,-0.55
18700,-0.37,7.70,-0.36
18720,-0.22,7.45,-0.32
18740,0.01,7.33,-0.32
18760,-0.05,7.33,-0.37
18780,0.31,7.45,-0.26
18800,0.48,7.70,-0.19
18820,0.46,8.05,-0.22
18840,0.54,8.50,-0.11
18860,0.66,9.01,-0.11
18880,0.83,9.56,-0.00
18900,0.85,16.29,-0.00
18920,0.85,15.59,0.07
18940,0.61,11.18,0.07
18960,0.41,11.61,0.24
18980,0.28,11.95,0.27
19000,0.18,12.19,0.32
19020,0.15,12.30,0.27
19040,-0.26,12.29,0.45
19060,-0.31,12.15,0.46
19080,-0.47,11.89,0.52
19100,-0.58,11.52,0.44
19120,-0.65,11.07,0.48
19140,-0.82,10.55,0.42
19160,-0.83,10.00,0.43
19180,-0.91,9.43,0.40
19200,-0.76,8.89,0.55
19220,-0.56,8.39,0.39
19240,-0.63,7.97,0.51
19260,-0.46,7.63,0.38
19280,-0.28,7.41,0.39
19300,-0.04,7.31,0.41
19320,0.20,7.34,0.39
19340,0.43,7.50,0.25
19360,0.44,7.77,0.14
19380,0.68,8.14,0.11
19400,0.61,8.61,0.17
19420,0.63,9.13,0.15
19440,0.68,9.68,-0.03
19460,0.93,16.40,-0.03
19480,0.77,10.79,-0.01
19500,0.54,11.28,-0.25
19520,0.42,11.70,-0.29
19540,0.53,12.02,-0.26
19560,0.32,12.22,-0.36
19580,-0.05,12.31,-0.44
19600,-0.05,12.27,-0.33
19620,-0.20,12.10,-0.34
19640,-0.51,11.81,-0.48
19660,-0.49,11.43,-0.53
19680,-0.65,10.96,-0.45
19700,-0.85,10.43,-0.44
19720,-0.66,9.87,-0.49
19740,-0.71,9.31,-0.50
19760,-0.86,8.77,-0.57
19780,-0.71,8.29,-0.54
19800,-0.49,7.88,-0.40
19820,-0.22,7.58,-0.48
19840,-0.22,7.38,-0.41
19860,0.03,7.31,-0.27
19880,0.06,7.37,-0.33
19900,0.33,7.55,-0.28
19920,0.61,7.84,-0.18
19940,0.65,8.24,-0.26
19960,0.58,8.72,-0.19
19980,0.69,9.25,-0.09
20000,0.69,14.71,0.08
20020,0.74,15.86,0.10
20040,0.67,10.90,0.20
20060,0.69,11.38,0.17
20080,0.47,11.78,0.23
20100,0.39,12.07,0.25
20120,0.20,12.25,0.29
20140,-0.04,12.31,0.27
20160,-0.17,12.24,0.30
20180,-0.46,12.04,0.37
20200,-0.55,11.74,0.42
20220,-0.66,11.33,0.55
20240,-0.86,10.85,0.44
20260,-0.74,10.31,0.53
20280,-0.67,9.75,0.48
20300,-0.77,9.19,0.58
20320,-0.74,8.66,0.46
20340,-0.60,8.19,0.46
20360,-0.44,7.81,0.50
20380,-0.43,7.52,0.36
20400,-0.09,7.35,0.48
20420,-0.08,7.31,0.28
20440,0.12,7.40,0.23
20460,0.37,7.60,0.31
20480,0.44,7.92,0.12
20500,0.50,8.34,0.14
20520,0.81,8.83,0.17
20540,0.69,9.37,0.12
20560,0.67,15.69,0.08
20580,0.91,16.81,-0.14
20600,0.75,11.01,-0.03
20620,0.73,11.48,-0.14
20640,0.58,11.85,-0.13
20660,0.19,12.12,-0.27
20680,0.04,12.28,-0.40
20700,-0.07,12.31,-0.41
20720,-0.15,12.21,-0.30
20740,-0.46,11.99,-0.48
20760,-0.45,11.65,-0.40
20780,-0.70,11.23,-0.42
20800,-0.83,10.73,-0.42
20820,-0.75,10.19,-0.43
20840,-0.68,9.62,-0.51
20860,-0.73,9.07,-0.41
20880,-0.83,8.55,-0.43
20900,-0.50,8.10,-0.42
20920,-0.31,7.73,-0.34
20940,-0.19,7.47,-0.42
20960,-0.15,7.33,-0.32
20980,0.06,7.32,-0.31
21000,0.13,7.43,-0.39
21020,0.30,7.67,-0.26
21040,0.62,8.01,-0.19
21060,0.77,8.44,-0.08
21080,0.70,8.95,-0.00
21100,0.70,9.50,0.04
21120,0.71,15.67,-0.02
21140,0.72,16.09,0.13
21160,0.73,11.12,0.15
21180,0.59,11.57,0.12
21200,0.28,11.92,0.29
21220,0.19,12.17,0.20
21240,0.13,12.29,0.36
21260,-0.16,12.29,0.44
21280,-0.30,12.17,0.41
21300,-0.33,11.92,0.41
21320,-0.54,11.57,0.46
21340,-0.76,11.12,0.56
21360,-0.86,10.61,0.46
21380,-0.78,10.06,0.47
21400,-0.87,9.50,0.45
21420,-0.75,8.95,0.57
21440,-0.56,8.44,0.46
21460,-0.45,8.01,0.51
21480,-0.36,7.67,0.39
21500,-0.37,7.43,0.31
21520,0.07,7.32,0.38
21540,0.23,7.33,0.24
21560,0.36,7.47,0.30
21580,0.50,7.73,0.31
21600,0.67,8.10,0.22
21620,0.65,8.55,0.19
21640,0.64,9.07,0.08
21660,0.86,9.62,-0.08
21680,0.74,15.46,-0.08
21700,0.87,16.77,-0.18
21720,0.59,11.23,-0.08
21740,0.58,11.65,-0.17
21760,0.43,11.99,-0.27
21780,0.23,12.21,-0.24
21800,0.10,12.31,-0.40
21820,-0.24,12.28,-0.32
21840,-0.43,12.12,-0.50
21860,-0.35,11.85,-0.39
21880,-0.60,11.48,-0.45
21900,-0.83,11.01,-0.52
21920,-0.65,10.49,-0.46
21940,-0.82,9.94,-0.43
21960,-0.82,9.37,-0.54
21980,-0.74,8.83,-0.49
22000,-0.66,8.34,-0.38
22020,-0.45,7.92,-0.47
22040,-0.45,7.60,-0.47
22060,-0.35,7.40,-0.42
22080,-0.08,7.31,-0.46
22100,0.22,7.35,-0.35
22120,0.18,7.52,-0.23
22140,0.57,7.81,-0.21
22160,0.53,8.19,-0.21
22180,0.64,8.66,-0.17
22200,0.66,9.19,-0.06
22220,0.85,9.75,-0.05
22240,0.71,15.17,0.03
22260,0.69,10.85,0.16
22280,0.55,11.33,0.26
22300,0.60,11.74,0.21
22320,0.44,12.04,0.25
22340,0.07,12.24,0.26
22360,-0.04,12.31,0.29
22380,-0.14,12.25,0.43
22400,-0.28,12.07,0.49
22420,-0.52,11.78,0.37
22440,-0.62,11.38,0.46
22460,-0.62,10.90,0.47
22480,-0.77,10.37,0.59
22500,-0.86,9.81,0.46
22520,-0.88,9.25,0.49
22540,-0.80,8.72,0.48
22560,-0.71,8.24,0.56
22580,-0.39,7.84,0.38
22600,-0.47,7.55,0.38
22620,-0.08,7.37,0.31
22640,0.14,7.31,0.43
22660,0.16,7.38,0.29
22680,0.50,7.58,0.28
22700,0.63,7.88,0.12
22720,0.56,8.29,0.12
22740,0.82,8.77,0.17
22760,0.85,9.31,-0.03
22780,0.74,16.36,0.08
22800,0.82,15.12,-0.01
22820,0.80,10.96,-0.12
22840,0.73,11.43,-0.19
22860,0.50,11.81,-0.18
22880,0.41,12.10,-0.28
22900,0.28,12.27,-0.39
22920,-0.17,12.31,-0.26
22940,-0.19,12.22,-0.30
22960,-0.27,12.02,-0.38
22980,-0.59,11.70,-0.54
23000,-0.76,11.28,-0.46
23020,-0.86,10.79,-0.50
23040,-0.91,10.25,-0.46
23060,-0.82,9.68,-0.44
23080,-0.83,9.13,-0.57
23100,-0.66,8.61,-0.57
23120,-0.60,8.14,-0.42
23140,-0.57,7.77,-0.44
23160,-0.32,7.50,-0.51
23180,-0.01,7.34,-0.31
23200,0.06,7.31,-0.24
23220,0.14,7.41,-0.27
23240,0.48,7.63,-0.31
23260,0.63,7.97,-0.21
23280,0.74,8.39,-0.16
23300,0.63,8.89,-0.08
23320,0.71,9.43,-0.09
23340,0.67,15.24,0.00
23360,0.68,15.78,0.01
23380,0.55,11.07,0.04
23400,0.66,11.52,0.25
23420,0.58,11.89,0.16
23440,0.23,12.15,0.20
23460,0.16,12.29,0.39
23480,-0.05,12.30,0.39
23500,-0.36,12.19,0.40
23520,-0.29,11.95,0.38
23540,-0.44,11.61,0.51
23560,-0.67,11.18,0.40
23580,-0.83,10.67,0.43
23600,-0.85,10.12,0.47
23620,-0.87,9.56,0.56
23640,-0.82,9.01,0.57
23660,-0.65,8.50,0.48
23680,-0.71,8.05,0.46
23700,-0.53,7.70,0.35
23720,-0.18,7.45,0.50
23740,-0.00,7.33,0.37
23760,0.07,7.33,0.24
23780,0.20,7.45,0.37
23800,0.35,7.70,0.31
23820,0.47,8.05,0.19
23840,0.81,8.50,0.23
23860,0.74,9.01,-0.00
23880,0.85,9.56,-0.04
23900,0.81,16.23,-0.04
23920,0.68,16.76,-0.18
23940,0.79,11.18,-0.11
23960,0.69,11.61,-0.18
23980,0.48,11.95,-0.25
24000,0.28,12.19,-0.22
24020,-0.01,12.30,-0.35
24040,0.03,12.29,-0.47
24060,-0.23,12.15,-0.50
24080,-0.33,11.89,-0.42
24100,-0.72,11.52,-0.48
24120,-0.60,11.07,-0.58
24140,-0.67,10.55,-0.52
24160,-0.68,10.00,-0.59
24180,-0.75,9.43,-0.55
24200,-0.61,8.89,-0.56
24220,-0.59,8.39,-0.43
24240,-0.52,7.97,-0.38
24260,-0.50,7.63,-0.39
24280,-0.29,7.41,-0.38
24300,0.07,7.31,-0.44
24320,0.10,7.34,-0.31
24340,0.42,7.50,-0.29
24360,0.49,7.77,-0.23
24380,0.62,8.14,-0.12
24400,0.67,8.61,-0.07
24420,0.66,9.13,-0.10
24440,0.81,9.68,-0.05
24460,0.82,16.65,-0.03
24480,0.79,10.79,0.09
24500,0.51,11.28,0.16
24520,0.54,11.70,0.21
24540,0.51,12.02,0.23
24560,0.31,12.22,0.37
24580,0.12,12.31,0.32
24600,-0.08,12.27,0.40
24620,-0.46,12.10,0.33
24640,-0.56,11.81,0.41
24660,-0.67,11.43,0.53
24680,-0.73,10.96,0.47
24700,-0.71,10.43,0.43
24720,-0.77,9.87,0.44
24740,-0.73,9.31,0.46
24760,-0.66,8.77,0.57
24780,-0.50,8.29,0.40
24800,-0.46,7.88,0.55
24820,-0.42,7.58,0.41
24840,-0.30,7.38,0.48
24860,0.11,7.31,0.28
24880,0.27,7.37,0.22
24900,0.32,7.55,0.25
24920,0.38,7.84,0.14
24940,0.65,8.24,0.12
24960,0.83,8.72,0.21
24980,0.90,9.25,0.12
25000,0.87,16.08,-0.08
25020,0.67,16.47,-0.08
25040,0.60,10.90,-0.20
25060,0.63,11.38,-0.11
25080,0.56,11.78,-0.19
25100,0.39,12.07,-0.26
25120,0.23,12.25,-0.34
25140,0.08,12.31,-0.35
25160,-0.24,12.24,-0.35
25180,-0.44,12.04,-0.52
25200,-0.43,11.74,-0.35
25220,-0.78,11.33,-0.39
25240,-0.78,10.85,-0.43
25260,-0.90,10.31,-0.48
25280,-0.78,9.75,-0.53
25300,-0.86,9.19,-0.43
25320,-0.78,8.66,-0.43
25340,-0.73,8.19,-0.56
25360,-0.60,7.81,-0.38
25380,-0.42,7.52,-0.44
25400,-0.21,7.35,-0.41
25420,-0.04,7.31,-0.40
25440,0.07,7.40,-0.25
25460,0.38,7.60,-0.34
25480,0.39,7.92,-0.14
25500,0.70,8.34,-0.07
25520,0.67,8.83,-0.11
25540,0.91,9.37,-0.02
25560,0.83,14.67,-0.04
25580,0.66,15.64,0.09
25600,0.72,11.01,0.22
25620,0.74,11.48,0.11
25640,0.46,11.85,0.27
25660,0.35,12.12,0.19
25680,0.14,12.28,0.35
25700,0.01,12.31,0.35
25720,-0.26,12.21,0.33
25740,-0.46,11.99,0.51
25760,-0.47,11.65,0.56
25780,-0.65,11.23,0.57
25800,-0.75,10.73,0.42
25820,-0.92,10.19,0.51
25840,-0.69,9.62,0.58
25860,-0.75,9.07,0.57
25880,-0.60,8.55,0.49
25900,-0.73,8.10,0.40
25920,-0.42,7.73,0.39
25940,-0.19,7.47,0.39
25960,-0.25,7.33,0.40
25980,0.05,7.32,0.26
26000,0.11,7.43,0.33
26020,0.38,7.67,0.28
26040,0.52,8.01,0.23
26060,0.55,8.44,0.24
26080,0.79,8.95,0.10
26100,0.91,9.50,0.08
26120,0.90,16.17,0.00
26140,0.88,15.99,-0.06
26160,0.70,11.12,-0.12
26180,0.52,11.57,-0.26
26200,0.47,11.92,-0.28
26220,0.29,12.17,-0.31
26240,0.09,12.29,-0.36
26260,-0.15,12.29,-0.38
26280,-0.20,12.17,-0.46
26300,-0.48,11.92,-0.39
26320,-0.56,11.57,-0.45
26340,-0.78,11.12,-0.40
26360,-0.79,10.61,-0.52
26380,-0.68,10.06,-0.48
26400,-0.67,9.50,-0.42
26420,-0.64,8.95,-0.44
26440,-0.74,8.44,-0.42
26460,-0.51,8.01,-0.55
26480,-0.48,7.67,-0.37
26500,-0.14,7.43,-0.36
26520,0.04,7.32,-0.45
26540,-0.02,7.33,-0.26
26560,0.30,7.47,-0.31
26580,0.41,7.73,-0.26
26600,0.73,8.10,-0.09
26620,0.57,8.55,-0.20
26640,0.67,9.07,-0.01
26660,0.78,9.62,0.02
26680,0.69,15.58,0.04
26700,0.81,16.61,0.09
26720,0.57,11.23,0.09
26740,0.46,11.65,0.22
26760,0.30,11.99,0.17
26780,0.21,12.21,0.28
26800,-0.08,12.31,0.26
26820,-0.26,12.28,0.36
26840,-0.45,12.12,0.50
26860,-0.41,11.85,0.45
26880,-0.54,11.48,0.45
26900,-0.72,11.01,0.40
26920,-0.75,10.49,0.40
26940,-0.94,9.94,0.41
26960,-0.74,9.37,0.43
26980,-0.71,8.83,0.55
27000,-0.54,8.34,0.39
27020,-0.40,7.92,0.41
27040,-0.41,7.60,0.38
27060,-0.19,7.40,0.41
27080,0.02,7.31,0.36
27100,0.30,7.35,0.38
27120,0.24,7.52,0.21
27140,0.55,7.81,0.32
27160,0.66,8.19,0.25
27180,0.70,8.66,0.10
27200,0.66,9.19,-0.03
27220,0.91,9.75,0.08
27240,0.66,16.32,-0.03
27260,0.75,10.85,-0.03
27280,0.68,11.33,-0.13
27300,0.58,11.74,-0.15
27320,0.22,12.04,-0.32
27340,0.20,12.24,-0.33
27360,-0.11,12.31,-0.38
27380,-0.17,12.25,-0.31
27400,-0.46,12.07,-0.50
27420,-0.48,11.78,-0.55
27440,-0.54,11.38,-0.39
27460,-0.78,10.90,-0.44
27480,-0.93,10.37,-0.57
27500,-0.66,9.81,-0.56
27520,-0.88,9.25,-0.57
27540,-0.78,8.72,-0.43
27560,-0.48,8.24,-0.47
27580,-0.48,7.84,-0.55
27600,-0.24,7.55,-0.35
27620,-0.30,7.37,-0.38
27640,0.10,7.31,-0.36
27660,0.06,7.38,-0.36
27680,0.30,7.58,-0.30
27700,0.44,7.88,-0.25
27720,0.50,8.29,-0.19
27740,0.60,8.77,-0.11
27760,0.78,9.31,-0.06
27780,0.89,15.76,0.10
27800,0.76,15.51,0.05
27820,0.70,10.96,0.14
27840,0.65,11.43,0.15
27860,0.50,11.81,0.22
27880,0.36,12.10,0.37
27900,0.11,12.27,0.38
27920,-0.09,12.31,0.40
27940,-0.12,12.22,0.48
27960,-0.35,12.02,0.36
27980,-0.49,11.70,0.38
28000,-0.76,11.28,0.52
28020,-0.62,10.79,0.50
28040,-0.80,10.25,0.51
28060,-0.69,9.68,0.44
28080,-0.73,9.13,0.50
28100,-0.72,8.61,0.39
28120,-0.48,8.14,0.51
28140,-0.58,7.77,0.37
28160,-0.35,7.50,0.38
28180,-0.20,7.34,0.45
28200,-0.08,7.31,0.24
28220,0.18,7.41,0.37
28240,0.33,7.63,0.28
28260,0.48,7.97,0.24
28280,0.51,8.39,0.18
28300,0.62,8.89,0.04
28320,0.83,9.43,0.11
28340,0.84,15.79,0.05
28360,0.72,16.10,-0.11
28380,0.61,11.07,-0.19
28400,0.49,11.52,-0.18
28420,0.41,11.89,-0.23
28440,0.31,12.15,-0.25
28460,0.03,12.29,-0.24
28480,-0.00,12.30,-0.33
28500,-0.11,12.19,-0.46
28520,-0.52,11.95,-0.35
28540,-0.50,11.61,-0.48
28560,-0.67,11.18,-0.43
28580,-0.85,10.67,-0.53
28600,-0.78,10.12,-0.43
28620,-0.87,9.56,-0.42
28640,-0.74,9.01,-0.48
28660,-0.71,8.50,-0.41
28680,-0.59,8.05,-0.53
28700,-0.31,7.70,-0.45
28720,-0.34,7.45,-0.48
28740,-0.02,7.33,-0.29
28760,0.15,7.33,-0.31
28780,0.32,7.45,-0.24
28800,0.47,7.70,-0.27
28820,0.68,8.05,-0.16
28840,0.61,8.50,-0.18
28860,0.88,9.01,-0.02
28880,0.77,9.56,-0.08
28900,0.87,14.65,0.02
28920,0.68,16.13,0.06
28940,0.71,11.18,0.21
28960,0.47,11.61,0.10
28980,0.44,11.95,0.25
29000,0.36,12.19,0.26
29020,0.07,12.30,0.32
29040,-0.02,12.29,0.33
29060,-0.39,12.15,0.48
29080,-0.43,11.89,0.45
29100,-0.52,11.52,0.48
29120,-0.78,11.07,0.48
29140,-0.69,10.55,0.42
29160,-0.67,10.00,0.57
29180,-0.77,9.43,0.51
29200,-0.69,8.89,0.50
29220,-0.75,8.39,0.57
29240,-0.56,7.97,0.47
29260,-0.45,7.63,0.38
29280,-0.32,7.41,0.33
29300,-0.11,7.31,0.27
29320,0.04,7.34,0.26
29340,0.23,7.50,0.21
29360,0.33,7.77,0.29
29380,0.64,8.14,0.19
29400,0.78,8.61,0.22
29420,0.64,9.13,0.09
29440,0.80,9.68,-0.03
29460,0.93,15.43,-0.01
29480,0.80,10.79,-0.02
29500,0.55,11.28,-0.23
29520,0.47,11.70,-0.16
29540,0.38,12.02,-0.28
29560,0.12,12.22,-0.33
29580,0.16,12.31,-0.41
29600,-0.02,12.27,-0.30
29620,-0.22,12.10,-0.48
29640,-0.41,11.81,-0.46
29660,-0.54,11.43,-0.44
29680,-0.77,10.96,-0.51
29700,-0.92,10.43,-0.46
29720,-0.68,9.87,-0.53
29740,-0.93,9.31,-0.50
29760,-0.66,8.77,-0.52
29780,-0.67,8.29,-0.47
29800,-0.42,7.88,-0.40
29820,-0.35,7.58,-0.47
29840,-0.09,7.38,-0.42
29860,0.11,7.31,-0.37
29880,0.09,7.37,-0.23
29900,0.44,7.55,-0.32
29920,0.48,7.84,-0.26
29940,0.76,8.24,-0.08
29960,0.72,8.72,-0.15
29980,0.75,9.25,-0.06
